01/29/2019	23.53%
10/30/2018	1.82%
07/18/2018	3.92%
04/25/2018	0.00%
01/31/2018	0.00%
10/18/2017	0.00%
07/20/2017	0.00%
04/19/2017	2.08%
01/25/2017	0.00%
10/19/2016	2.27%
07/20/2016	2.38%
04/26/2016	4.44%
01/27/2016	2.04%
10/21/2015	4.88%
07/16/2015	5.56%
