02/04/2019	17.59%
10/25/2018	25.46%
07/23/2018	23.17%
04/23/2018	6.89%
02/01/2018	-3.67%
10/26/2017	14.89%
07/24/2017	13.09%
04/27/2017	4.74%
01/26/2017	-2.70%
10/27/2016	4.98%
07/28/2016	4.73%
04/21/2016	-5.90%
02/01/2016	7.17%
10/22/2015	1.94%
07/16/2015	4.17%
04/23/2015	-0.45%
01/29/2015	-2.82%
10/16/2014	-2.76%
07/17/2014	-2.41%
04/16/2014	-2.34%
01/30/2014	-2.28%
