01/30/2019	9.68%
10/30/2018	20.55%
07/25/2018	-0.57%
04/25/2018	24.26%
01/31/2018	12.24%
11/01/2017	24.22%
07/26/2017	16.81%
05/03/2017	18.18%
02/01/2017	11.71%
11/02/2016	14.29%
07/27/2016	22.58%
04/27/2016	29.55%
01/27/2016	18.00%
11/04/2015	2.86%
07/29/2015	-3.23%
04/22/2015	-4.17%
01/28/2015	-3.03%
10/28/2014	0.00%
07/23/2014	15.38%
04/23/2014	38.89%
01/29/2014	-4.76%
10/30/2013	30.77%
07/24/2013	44.44%
05/01/2013	12.50%
01/30/2013	-18.18%
10/23/2012	-14.29%
07/26/2012	-188.89%
