12/17/2018	2.56%
09/17/2018	4.41%
06/19/2018	5.32%
03/19/2018	15.28%
12/14/2017	2.94%
09/14/2017	1.64%
06/21/2017	14.10%
03/15/2017	11.29%
12/15/2016	0.00%
09/15/2016	-5.17%
06/16/2016	-1.22%
03/15/2016	3.23%
12/16/2015	3.28%
09/16/2015	1.92%
06/17/2015	-10.34%
03/17/2015	0.00%
12/17/2014	1.47%
09/18/2014	-3.12%
06/19/2014	-3.16%
03/17/2014	-2.86%
