02/07/2019	24.00%
10/25/2018	50.00%
07/27/2018	0.00%
04/25/2018	33.33%
02/08/2018	35.71%
10/26/2017	66.67%
07/27/2017	60.00%
04/26/2017	450.00%
02/09/2017	33.33%
10/27/2016	44.44%
07/26/2016	30.00%
04/26/2016	50.00%
02/10/2016	33.33%
10/27/2015	100.00%
07/28/2015	40.00%
